model,stratum,triplet_uuid,outlet_idx,sentence_idx
biasdetector,magnitude_FP,b7021938-ff8d-42ea-adec-5704c0b65237,2,38
biasdetector,magnitude_FP,13792511-5142-449f-8d3e-d77d790f65ec,1,8
biasdetector,magnitude_FP,450755dd-30d3-478b-933e-917be5c384ba,3,29
biasdetector,magnitude_FP,2153fb3e-6b09-410c-bfea-d095c49a54ba,3,15
biasdetector,magnitude_FP,df5fe55a-dfcb-4817-8631-830f47c21a72,3,16
biasdetector,magnitude_FP,b7021938-ff8d-42ea-adec-5704c0b65237,1,17
biasdetector,magnitude_FP,ee05c9b3-529c-4268-ad72-19bd34f7197e,1,35
biasdetector,magnitude_FP,8dc7ccfe-5cf0-482f-9101-a7c69881da4d,3,8
biasdetector,magnitude_FP,01c59743-7082-44fc-8414-3c04126f470f,1,25
biasdetector,magnitude_FP,08bb9bee-c167-4c17-9c6d-4a1259231eb7,1,16
biasdetector,magnitude_FP,3db93526-a344-4ea4-8772-3734d0cfdfb1,1,14
biasdetector,magnitude_FP,6f95dcb9-e960-45ac-8c0e-91b85724c909,3,11
biasdetector,magnitude_FP,b5eefefb-2a33-45de-abe1-f855c94165f4,3,4
biasdetector,magnitude_FP,df5fe55a-dfcb-4817-8631-830f47c21a72,3,23
biasdetector,magnitude_FP,1b96a5db-8974-46d3-82d7-5dfef02f650e,1,3
biasdetector,magnitude_FP,550b80db-bdd5-442b-8f70-c8e9f3203a13,3,0
biasdetector,magnitude_FP,8385a996-1afc-4778-a06d-7070a8f19e27,3,5
biasdetector,magnitude_FP,0d10341a-9dba-4374-a524-814c300d1611,2,10
biasdetector,magnitude_FP,01c59743-7082-44fc-8414-3c04126f470f,1,3
biasdetector,magnitude_FP,d16050b3-979f-4834-90db-b8823691b87e,3,0
biasdetector,magnitude_FP,84b3c118-50d2-45a5-a91f-7ed95b5d0143,2,12
biasdetector,magnitude_FP,526cabb7-02a3-4adb-8e90-ec781c40c498,1,0
biasdetector,magnitude_FP,86e6e27d-1440-4879-8b13-0dd2d89f7281,3,10
biasdetector,magnitude_FP,70c75d68-bf65-46a6-a822-15c23d77a275,2,20
biasdetector,magnitude_FP,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,3,20
biasdetector,magnitude_FP,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,5
biasdetector,magnitude_FP,13792511-5142-449f-8d3e-d77d790f65ec,2,19
biasdetector,magnitude_FP,6f95dcb9-e960-45ac-8c0e-91b85724c909,2,3
biasdetector,magnitude_FP,df5fe55a-dfcb-4817-8631-830f47c21a72,1,21
biasdetector,magnitude_FP,70c75d68-bf65-46a6-a822-15c23d77a275,1,10
biasdetector,magnitude_FP,c99adbdd-eaf3-4844-9548-2642e80de4e2,1,3
biasdetector,magnitude_FP,dd1e6e3b-f36c-4064-8ef9-940984e9afa2,1,28
biasdetector,magnitude_FP,c99adbdd-eaf3-4844-9548-2642e80de4e2,2,14
biasdetector,magnitude_FP,76810849-0335-4ad3-9eaf-f0d9c5baceb6,3,15
biasdetector,magnitude_FP,1e41e98b-9ac1-441d-b2c2-19d8f730c74a,2,58
biasdetector,magnitude_FP,2b95d2cf-e979-4f9c-ae27-9a5370934f23,3,2
biasdetector,magnitude_FP,84678e18-0b79-4570-9c9f-cb1cf88d968e,2,38
biasdetector,magnitude_FP,ccf19ab6-7878-4378-b99c-2b08cc21371f,3,15
biasdetector,magnitude_FP,1b96a5db-8974-46d3-82d7-5dfef02f650e,2,18
biasdetector,magnitude_FP,c6a0e65c-4f8b-41de-8200-cd700f683c64,1,0
biasdetector,magnitude_FP,85475456-f38e-4c30-895d-ca2c819c6af1,3,24
biasdetector,magnitude_FP,70c75d68-bf65-46a6-a822-15c23d77a275,2,55
biasdetector,magnitude_FP,76810849-0335-4ad3-9eaf-f0d9c5baceb6,2,7
biasdetector,magnitude_FP,85475456-f38e-4c30-895d-ca2c819c6af1,1,10
biasdetector,magnitude_FP,af4a3f41-eeb5-49fa-a276-e97c230b25f0,3,16
biasdetector,magnitude_FP,68748e7f-cf6e-4ac7-8504-454c0876880d,1,18
biasdetector,magnitude_FP,f688c56d-7fae-42ef-b7f7-7db207b58d27,3,30
biasdetector,magnitude_FP,d16050b3-979f-4834-90db-b8823691b87e,2,25
biasdetector,magnitude_FP,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,3,28
biasdetector,magnitude_FP,79bf99c6-6fca-4ce4-8ae1-8771de026142,3,18
biasdetector,magnitude_FP,b7021938-ff8d-42ea-adec-5704c0b65237,1,10
biasdetector,magnitude_FP,526cabb7-02a3-4adb-8e90-ec781c40c498,3,38
biasdetector,magnitude_FP,79bf99c6-6fca-4ce4-8ae1-8771de026142,2,16
biasdetector,magnitude_FP,85475456-f38e-4c30-895d-ca2c819c6af1,3,17
biasdetector,magnitude_FP,6f95dcb9-e960-45ac-8c0e-91b85724c909,2,2
biasdetector,magnitude_FP,1ed4f378-b9d4-43b8-8d50-53d0cc063332,2,11
biasdetector,magnitude_FP,c99adbdd-eaf3-4844-9548-2642e80de4e2,2,21
biasdetector,magnitude_FP,2058ec60-5372-4f5f-83a3-da780be3a350,2,6
biasdetector,magnitude_FP,b5eefefb-2a33-45de-abe1-f855c94165f4,1,12
biasdetector,magnitude_FP,01c59743-7082-44fc-8414-3c04126f470f,3,18
biasdetector,magnitude_FP,7a97de89-1433-46f7-bcc2-f80b041cb9a0,1,10
biasdetector,magnitude_FP,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,3,33
biasdetector,magnitude_FP,472158a1-4e39-4214-8397-904e66f2b4c5,3,7
biasdetector,magnitude_FP,2b95d2cf-e979-4f9c-ae27-9a5370934f23,3,17
biasdetector,magnitude_FP,550b80db-bdd5-442b-8f70-c8e9f3203a13,2,0
biasdetector,magnitude_FP,ed8c136f-8d44-4c83-ad05-0dcfc3a0c54a,1,7
biasdetector,magnitude_FP,1ed4f378-b9d4-43b8-8d50-53d0cc063332,2,14
biasdetector,magnitude_FP,0d10341a-9dba-4374-a524-814c300d1611,3,26
biasdetector,magnitude_FP,b5eefefb-2a33-45de-abe1-f855c94165f4,2,36
biasdetector,magnitude_FP,6f95dcb9-e960-45ac-8c0e-91b85724c909,3,19
biasdetector,magnitude_FP,58f414e5-a122-49f5-819e-512d91069da5,2,28
biasdetector,magnitude_FP,f688c56d-7fae-42ef-b7f7-7db207b58d27,2,37
biasdetector,magnitude_FP,01c59743-7082-44fc-8414-3c04126f470f,2,49
biasdetector,magnitude_FP,76810849-0335-4ad3-9eaf-f0d9c5baceb6,1,5
biasdetector,magnitude_FP,6b541575-99b1-40d2-8730-9bb868ee38ed,3,34
biasdetector,magnitude_FP,7a97de89-1433-46f7-bcc2-f80b041cb9a0,2,8
biasdetector,magnitude_FP,cad4bba5-cf97-45cb-8059-ebeb47dcec7a,2,18
biasdetector,magnitude_FP,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,3,10
biasdetector,magnitude_FP,08bb9bee-c167-4c17-9c6d-4a1259231eb7,1,8
biasdetector,magnitude_FP,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,1,35
biasdetector,magnitude_FP,0d10341a-9dba-4374-a524-814c300d1611,2,9
biasdetector,magnitude_FP,2a3fde8a-082a-4d8f-9567-f7e8366c0200,1,24
biasdetector,magnitude_FP,b7021938-ff8d-42ea-adec-5704c0b65237,1,15
biasdetector,magnitude_FP,11c9f251-35c8-4452-b052-df9be61464c6,2,0
biasdetector,magnitude_FP,b5eefefb-2a33-45de-abe1-f855c94165f4,2,41
biasdetector,magnitude_FP,70c75d68-bf65-46a6-a822-15c23d77a275,1,45
biasdetector,magnitude_FP,87609973-bd58-42a5-96e2-ee5aa47433f5,1,9
biasdetector,magnitude_FP,2a3fde8a-082a-4d8f-9567-f7e8366c0200,1,26
biasdetector,magnitude_FP,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,1
biasdetector,magnitude_FP,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,3,16
biasdetector,magnitude_FP,8dac6c12-b5ca-468c-a249-7e0ab42f6b52,1,20
biasdetector,magnitude_FP,1ed4f378-b9d4-43b8-8d50-53d0cc063332,2,41
biasdetector,magnitude_FP,a28a0329-0887-42dc-bd3d-3bb4f8926757,1,5
biasdetector,magnitude_FP,65cb14cb-2d27-41e5-a2be-6fd6314f4363,2,7
biasdetector,magnitude_TN,cad4bba5-cf97-45cb-8059-ebeb47dcec7a,1,3
biasdetector,magnitude_TN,6b541575-99b1-40d2-8730-9bb868ee38ed,3,38
biasdetector,magnitude_TN,cad4bba5-cf97-45cb-8059-ebeb47dcec7a,3,15
biasdetector,magnitude_TN,c5534b7e-a373-4962-8345-3847bc41a636,1,11
biasdetector,magnitude_TN,df5fe55a-dfcb-4817-8631-830f47c21a72,1,28
biasdetector,magnitude_TN,ad409798-ee94-4436-92c5-92669193be14,2,2
biasdetector,magnitude_TN,8dc7ccfe-5cf0-482f-9101-a7c69881da4d,3,12
biasdetector,magnitude_TN,1ed4f378-b9d4-43b8-8d50-53d0cc063332,1,24
biasdetector,magnitude_TN,70c75d68-bf65-46a6-a822-15c23d77a275,2,41
biasdetector,magnitude_TN,005a2961-0c2e-4575-8eec-770ba52a08e0,2,20
biasdetector,magnitude_TN,70c744ad-e950-445c-8a7a-0782b0a7d20b,2,0
biasdetector,magnitude_TN,576116e5-2b18-4d35-be73-36f5863c9468,3,22
biasdetector,magnitude_TN,0ffb34cd-c367-4d90-aca7-7fcac3ed8f3d,1,6
biasdetector,magnitude_TN,ad409798-ee94-4436-92c5-92669193be14,2,6
biasdetector,magnitude_TN,2153fb3e-6b09-410c-bfea-d095c49a54ba,1,0
biasdetector,magnitude_TN,eadabee7-3db9-43c4-a485-3e8b1882cd3c,3,6
biasdetector,magnitude_TN,542cd22c-ea80-4669-995b-6ac6a33823f7,1,21
biasdetector,magnitude_TN,d1344998-0e7c-409e-aaad-df5be687fc94,1,6
biasdetector,magnitude_TN,1ed4f378-b9d4-43b8-8d50-53d0cc063332,1,25
biasdetector,magnitude_TN,f506aafc-8b43-427a-936e-bbd1ef33e076,1,13
biasdetector,magnitude_TN,ed8c136f-8d44-4c83-ad05-0dcfc3a0c54a,1,0
biasdetector,magnitude_TN,2742e9c1-2943-496f-8b23-faf5332e1612,1,14
biasdetector,magnitude_TN,eadabee7-3db9-43c4-a485-3e8b1882cd3c,3,1
biasdetector,magnitude_TN,86e6e27d-1440-4879-8b13-0dd2d89f7281,1,3
biasdetector,magnitude_TN,a28a0329-0887-42dc-bd3d-3bb4f8926757,3,6
biasdetector,magnitude_TN,1f99798f-2b60-4ecb-b5f4-4aa7991e8ace,3,26
biasdetector,magnitude_TN,45bd61bc-c356-4450-9e3a-cbfc862b09fd,2,14
biasdetector,magnitude_TN,76810849-0335-4ad3-9eaf-f0d9c5baceb6,1,8
biasdetector,magnitude_TN,0d10341a-9dba-4374-a524-814c300d1611,1,34
biasdetector,magnitude_TN,13792511-5142-449f-8d3e-d77d790f65ec,3,20
biasdetector,magnitude_TN,1e41e98b-9ac1-441d-b2c2-19d8f730c74a,2,13
biasdetector,magnitude_TN,76810849-0335-4ad3-9eaf-f0d9c5baceb6,2,32
biasdetector,magnitude_TN,dd1e6e3b-f36c-4064-8ef9-940984e9afa2,2,12
biasdetector,magnitude_TN,a28a0329-0887-42dc-bd3d-3bb4f8926757,3,2
biasdetector,magnitude_TN,74708dbf-5dfc-4c66-8419-d7dbc00e4a06,3,4
biasdetector,magnitude_TN,450755dd-30d3-478b-933e-917be5c384ba,3,9
biasdetector,magnitude_TN,2a3fde8a-082a-4d8f-9567-f7e8366c0200,2,39
biasdetector,magnitude_TN,526cabb7-02a3-4adb-8e90-ec781c40c498,3,50
biasdetector,magnitude_TN,526cabb7-02a3-4adb-8e90-ec781c40c498,3,27
biasdetector,magnitude_TN,74708dbf-5dfc-4c66-8419-d7dbc00e4a06,2,7
biasdetector,magnitude_TN,be026bd1-52b1-4789-bfd3-3632af17b054,3,28
biasdetector,magnitude_TN,8385a996-1afc-4778-a06d-7070a8f19e27,2,9
biasdetector,magnitude_TN,06ffda2d-1caf-45ba-99e2-268aac1bf0e1,1,7
biasdetector,magnitude_TN,e71d149d-0426-43f0-87e8-8c611dad7205,1,0
biasdetector,magnitude_TN,c99adbdd-eaf3-4844-9548-2642e80de4e2,1,12
biasdetector,magnitude_TN,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,2,1
biasdetector,magnitude_TN,68748e7f-cf6e-4ac7-8504-454c0876880d,3,5
biasdetector,magnitude_TN,8dc7ccfe-5cf0-482f-9101-a7c69881da4d,3,13
biasdetector,magnitude_TN,542cd22c-ea80-4669-995b-6ac6a33823f7,2,2
biasdetector,magnitude_TN,eb17fa36-89f2-4d0b-8133-7bb4682228e1,3,9
biasdetector,magnitude_TN,0d10341a-9dba-4374-a524-814c300d1611,3,15
biasdetector,magnitude_TN,ed8c136f-8d44-4c83-ad05-0dcfc3a0c54a,2,7
biasdetector,magnitude_TN,a28a0329-0887-42dc-bd3d-3bb4f8926757,3,27
biasdetector,magnitude_TN,7f9c83f7-3efa-4c7a-adef-3ebdeda96042,2,2
biasdetector,magnitude_TN,d16050b3-979f-4834-90db-b8823691b87e,2,20
biasdetector,magnitude_TN,c5534b7e-a373-4962-8345-3847bc41a636,2,16
biasdetector,magnitude_TN,c6a0e65c-4f8b-41de-8200-cd700f683c64,3,12
biasdetector,magnitude_TN,f506aafc-8b43-427a-936e-bbd1ef33e076,1,0
biasdetector,magnitude_TN,8385a996-1afc-4778-a06d-7070a8f19e27,2,17
biasdetector,magnitude_TN,2ec04201-2016-4227-baf7-ba8289058203,1,20
biasdetector,magnitude_TN,e71d149d-0426-43f0-87e8-8c611dad7205,3,10
biasdetector,magnitude_TN,2a3fde8a-082a-4d8f-9567-f7e8366c0200,2,36
biasdetector,magnitude_TN,ed8c136f-8d44-4c83-ad05-0dcfc3a0c54a,1,37
biasdetector,magnitude_TN,8385a996-1afc-4778-a06d-7070a8f19e27,1,24
biasdetector,magnitude_TN,2f3e86b6-8443-47bd-9cd3-491c90a59fe9,2,8
biasdetector,magnitude_TN,f506aafc-8b43-427a-936e-bbd1ef33e076,2,17
biasdetector,magnitude_TN,0c78e748-efbf-417c-a8c1-beeb6480147f,1,8
biasdetector,magnitude_TN,f688c56d-7fae-42ef-b7f7-7db207b58d27,3,22
biasdetector,magnitude_TN,af4a3f41-eeb5-49fa-a276-e97c230b25f0,3,21
biasdetector,magnitude_TN,1f99798f-2b60-4ecb-b5f4-4aa7991e8ace,3,13
biasdetector,magnitude_TN,9879bbc0-eab3-482f-bf6b-a4b519393986,3,13
biasdetector,magnitude_TN,29ffd053-7684-469b-a600-97000579bd01,3,5
biasdetector,magnitude_TN,29ffd053-7684-469b-a600-97000579bd01,1,10
biasdetector,magnitude_TN,70c744ad-e950-445c-8a7a-0782b0a7d20b,1,2
biasdetector,magnitude_TN,7a97de89-1433-46f7-bcc2-f80b041cb9a0,3,19
biasdetector,magnitude_TN,06ffda2d-1caf-45ba-99e2-268aac1bf0e1,2,8
biasdetector,magnitude_TN,d4a4bc34-e48b-4485-86b2-f1daf4d464dd,3,21
biasdetector,magnitude_TN,d3a1ce0a-fc48-4827-a278-8f0ce8c7a519,2,33
biasdetector,magnitude_TN,84678e18-0b79-4570-9c9f-cb1cf88d968e,3,14
biasdetector,magnitude_TN,550b80db-bdd5-442b-8f70-c8e9f3203a13,2,12
biasdetector,magnitude_TN,1b96a5db-8974-46d3-82d7-5dfef02f650e,3,14
biasdetector,magnitude_TN,3db93526-a344-4ea4-8772-3734d0cfdfb1,1,15
biasdetector,magnitude_TN,a4f1d515-d7d9-4319-b2e0-4d56e9d45554,3,14
biasdetector,magnitude_TN,526cabb7-02a3-4adb-8e90-ec781c40c498,3,18
biasdetector,magnitude_TN,450755dd-30d3-478b-933e-917be5c384ba,3,0
biasdetector,magnitude_TN,ad409798-ee94-4436-92c5-92669193be14,2,9
biasdetector,magnitude_TN,2153fb3e-6b09-410c-bfea-d095c49a54ba,2,0
biasdetector,magnitude_TN,eadabee7-3db9-43c4-a485-3e8b1882cd3c,1,0
biasdetector,magnitude_TN,0c78e748-efbf-417c-a8c1-beeb6480147f,2,24
biasdetector,magnitude_TN,0d10341a-9dba-4374-a524-814c300d1611,3,12
biasdetector,magnitude_TN,c5534b7e-a373-4962-8345-3847bc41a636,3,4
biasdetector,magnitude_TN,72fa9b13-4e59-4716-8df9-4c3580e7dddf,3,8
biasdetector,magnitude_TN,38f7cbb7-5d6a-4c89-bcbd-8e164144172a,2,21
biasdetector,magnitude_TN,2058ec60-5372-4f5f-83a3-da780be3a350,1,29
biasdetector,magnitude_TN,79bf99c6-6fca-4ce4-8ae1-8771de026142,1,4
biasdetector,magnitude_TN,84678e18-0b79-4570-9c9f-cb1cf88d968e,1,22
biasdetector,magnitude_TN,c99adbdd-eaf3-4844-9548-2642e80de4e2,1,17
biasdetector,magnitude_TN,7a97de89-1433-46f7-bcc2-f80b041cb9a0,1,7
biasdetector,magnitude_TN,06ffda2d-1caf-45ba-99e2-268aac1bf0e1,1,11
biasdetector,magnitude_TN,06ffda2d-1caf-45ba-99e2-268aac1bf0e1,1,3
daroberta,magnitude_TP,97566c74-e000-49fb-b091-e6ec6e179de0,3,8
daroberta,magnitude_TP,2f3e86b6-8443-47bd-9cd3-491c90a59fe9,2,14
daroberta,magnitude_TP,f688c56d-7fae-42ef-b7f7-7db207b58d27,3,11
daroberta,magnitude_TP,b5eefefb-2a33-45de-abe1-f855c94165f4,1,47
daroberta,magnitude_TP,eadabee7-3db9-43c4-a485-3e8b1882cd3c,3,10
daroberta,magnitude_TP,ad409798-ee94-4436-92c5-92669193be14,3,0
daroberta,magnitude_TP,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,6
daroberta,magnitude_TP,c21cb217-3e2c-49bd-884d-5c74a165ef10,2,15
daroberta,magnitude_TP,06ffda2d-1caf-45ba-99e2-268aac1bf0e1,1,14
daroberta,magnitude_TP,70c75d68-bf65-46a6-a822-15c23d77a275,1,27
daroberta,magnitude_TP,6b541575-99b1-40d2-8730-9bb868ee38ed,3,21
daroberta,magnitude_TP,ad409798-ee94-4436-92c5-92669193be14,2,17
