model,triplet_uuid,outlet_idx,sentence_idx,category,biased,has_lex,has_inf,has_both_types,quote_status,mean_abs_shap,max_abs_shap,n_tokens,n_word_attribs
biasdetector,1ed4f378-b9d4-43b8-8d50-53d0cc063332,3,4,TP,1,1,0,0,no_quote,0.03412371521522609,0.18412587218917906,48,34
biasdetector,8abec8d9-50a2-480e-969a-157f94954f4d,1,5,TP,1,0,1,0,all_in_quote,0.028321413043886422,0.16654195729643106,41,35
biasdetector,c99adbdd-eaf3-4844-9548-2642e80de4e2,3,17,TP,1,1,0,0,no_quote,0.0496107028162826,0.4527040449902415,43,33
biasdetector,86e6e27d-1440-4879-8b13-0dd2d89f7281,1,8,TP,1,0,1,0,no_quote,0.01389376788754903,0.06937440290219254,51,42
biasdetector,8dac6c12-b5ca-468c-a249-7e0ab42f6b52,3,10,TP,1,0,1,0,no_quote,0.05821004314195653,0.4161550235003233,33,28
biasdetector,550b80db-bdd5-442b-8f70-c8e9f3203a13,1,18,TP,1,0,1,0,no_quote,0.03060821141359139,0.21285043596350528,35,22
biasdetector,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,1,0,TP,1,1,0,0,no_quote,0.030432475139186666,0.14502510731108487,40,31
biasdetector,65cb14cb-2d27-41e5-a2be-6fd6314f4363,2,28,TP,1,0,1,0,all_in_quote,0.06188660754511754,0.2665446437895298,29,15
biasdetector,f688c56d-7fae-42ef-b7f7-7db207b58d27,3,11,TP,1,0,1,0,no_quote,0.043406242683434335,0.2073705201037228,33,25
biasdetector,84b3c118-50d2-45a5-a91f-7ed95b5d0143,2,53,TP,1,0,1,0,no_quote,0.013892062438147453,0.07896066084504128,41,32
biasdetector,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,1,27,TP,1,0,1,0,all_in_quote,0.04737055882178394,0.20036022932353345,36,23
biasdetector,005a2961-0c2e-4575-8eec-770ba52a08e0,3,28,TP,1,0,1,0,all_in_quote,0.08993871395730159,0.33876492152921855,16,11
biasdetector,6f95dcb9-e960-45ac-8c0e-91b85724c909,3,1,TP,1,1,0,0,no_quote,0.04106849225378634,0.4706463909242302,39,32
biasdetector,79bf99c6-6fca-4ce4-8ae1-8771de026142,3,34,TP,1,0,1,0,no_quote,0.059015948128885,0.23939893976785243,36,29
biasdetector,1ed4f378-b9d4-43b8-8d50-53d0cc063332,3,7,TP,1,0,1,0,all_in_quote,0.18264646688476205,0.5227498263120651,12,6
biasdetector,0ffb34cd-c367-4d90-aca7-7fcac3ed8f3d,1,1,TP,1,1,1,1,no_quote,0.01842022737988226,0.2651126015698537,67,51
biasdetector,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,1,1,TP,1,1,0,0,no_quote,0.021249996306780664,0.16303426819367278,60,48
biasdetector,96b7046f-f584-422f-a626-6f86a26dfd8b,3,3,TP,1,0,1,0,no_quote,0.03158675011236691,0.3133893982740119,47,29
biasdetector,6f95dcb9-e960-45ac-8c0e-91b85724c909,3,23,TP,1,1,0,0,no_quote,0.03982433031293719,0.26854056119918823,33,24
biasdetector,ad409798-ee94-4436-92c5-92669193be14,2,17,TP,1,0,1,0,no_quote,0.05767244213784579,0.2303622682520654,30,24
biasdetector,c99adbdd-eaf3-4844-9548-2642e80de4e2,2,29,TP,1,0,1,0,no_quote,0.10390562224867088,0.34055537870153785,12,7
biasdetector,c21cb217-3e2c-49bd-884d-5c74a165ef10,1,0,TP,1,0,1,0,no_quote,0.017034114843804345,0.20972653075676556,77,63
biasdetector,b5eefefb-2a33-45de-abe1-f855c94165f4,2,16,TP,1,1,0,0,no_quote,0.044945009357330895,0.20201473581255414,32,26
biasdetector,13792511-5142-449f-8d3e-d77d790f65ec,1,5,TP,1,0,1,0,all_in_quote,0.05350523128945497,0.21119322862941772,44,32
biasdetector,86e6e27d-1440-4879-8b13-0dd2d89f7281,3,6,TP,1,1,1,1,no_quote,0.026311522381868038,0.22318694479763507,56,36
biasdetector,d4a4bc34-e48b-4485-86b2-f1daf4d464dd,3,11,TP,1,0,1,0,all_in_quote,0.04823635361139096,0.25439688097685575,27,17
biasdetector,8abec8d9-50a2-480e-969a-157f94954f4d,2,22,TP,1,0,1,0,all_in_quote,0.04603070532062298,0.26336262351833284,38,24
biasdetector,70c75d68-bf65-46a6-a822-15c23d77a275,2,32,TP,1,0,1,0,all_in_quote,0.05128966043155421,0.33071748935617507,28,17
biasdetector,8dac6c12-b5ca-468c-a249-7e0ab42f6b52,1,23,TP,1,0,1,0,all_in_quote,0.04206731187124901,0.2298717056401074,45,34
biasdetector,2a3fde8a-082a-4d8f-9567-f7e8366c0200,1,12,TP,1,1,0,0,all_in_quote,0.08730966814191025,0.3821944643277675,24,17
biasdetector,65cb14cb-2d27-41e5-a2be-6fd6314f4363,1,2,TP,1,1,0,0,all_in_quote,0.10142461999203078,0.25395120307803154,17,8
biasdetector,2b95d2cf-e979-4f9c-ae27-9a5370934f23,3,7,TP,1,0,1,0,all_in_quote,0.017476124467491118,0.12939121201634407,54,47
biasdetector,1ed4f378-b9d4-43b8-8d50-53d0cc063332,3,2,TP,1,1,0,0,no_quote,0.010675850687861328,0.07170031126588583,75,59
biasdetector,86e6e27d-1440-4879-8b13-0dd2d89f7281,1,1,TP,1,1,0,0,no_quote,0.009769535511580206,0.06515638791024685,66,49
biasdetector,b7021938-ff8d-42ea-adec-5704c0b65237,2,20,TP,1,0,1,0,no_quote,0.04633627339070173,0.1562799141004992,27,19
biasdetector,550b80db-bdd5-442b-8f70-c8e9f3203a13,3,4,TP,1,0,1,0,mixed,0.022803757181197804,0.1568927252665162,48,39
biasdetector,65cb14cb-2d27-41e5-a2be-6fd6314f4363,2,17,TP,1,1,0,0,all_in_quote,0.0706665082118259,0.47955476911738515,18,13
biasdetector,2f3e86b6-8443-47bd-9cd3-491c90a59fe9,1,2,TP,1,0,1,0,no_quote,0.03699961445671285,0.32843538528929156,48,35
biasdetector,96b7046f-f584-422f-a626-6f86a26dfd8b,1,5,TP,1,0,1,0,all_in_quote,0.017010171409319378,0.05848997086286545,51,32
biasdetector,72fa9b13-4e59-4716-8df9-4c3580e7dddf,3,11,TP,1,0,1,0,no_quote,0.031116412321280915,0.08203963981941342,57,39
biasdetector,a4edca3f-931f-4785-8c3f-f3d8fa84cbec,1,4,TP,1,0,1,0,all_in_quote,0.06621172754482056,0.1845814287662506,23,12
biasdetector,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,1,29,TP,1,0,1,0,all_in_quote,0.031920118142634325,0.1727086326883485,47,33
biasdetector,2a3fde8a-082a-4d8f-9567-f7e8366c0200,1,11,TP,1,0,1,0,all_in_quote,0.10378915172380705,0.26848655426874757,18,12
biasdetector,b7021938-ff8d-42ea-adec-5704c0b65237,2,7,TP,1,0,1,0,all_in_quote,0.12273989399545826,0.23691332433372736,15,8
biasdetector,01c59743-7082-44fc-8414-3c04126f470f,2,2,TP,1,1,0,0,no_quote,0.05279295660971131,0.21571070424979555,40,30
biasdetector,86e6e27d-1440-4879-8b13-0dd2d89f7281,1,0,TP,1,0,1,0,no_quote,0.0759445362588546,0.217434550402686,18,12
biasdetector,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,3,30,TP,1,0,1,0,no_quote,0.016744408115196775,0.1068050476437014,77,65
biasdetector,84b3c118-50d2-45a5-a91f-7ed95b5d0143,2,46,TP,1,0,1,0,no_quote,0.028212886493377113,0.2325127944350243,54,45
biasdetector,1ed4f378-b9d4-43b8-8d50-53d0cc063332,1,10,TP,1,0,1,0,all_in_quote,0.15273802375304513,0.4010141408070922,15,8
biasdetector,1e41e98b-9ac1-441d-b2c2-19d8f730c74a,2,34,TP,1,0,1,0,no_quote,0.030052346550242824,0.10012990236282349,43,37
biasdetector,1ed4f378-b9d4-43b8-8d50-53d0cc063332,1,2,TP,1,0,1,0,all_in_quote,0.039350727256324755,0.2486654344247654,46,33
biasdetector,2153fb3e-6b09-410c-bfea-d095c49a54ba,1,15,TP,1,0,1,0,all_in_quote,0.02728326711002537,0.15027204994112253,42,31
biasdetector,2ec04201-2016-4227-baf7-ba8289058203,2,27,TP,1,1,0,0,all_in_quote,0.04096023218072433,0.6121120634488761,37,30
biasdetector,472158a1-4e39-4214-8397-904e66f2b4c5,1,0,TP,1,1,1,1,no_quote,0.010540393184816836,0.07690142399321,59,50
biasdetector,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,3,9,TP,1,0,1,0,no_quote,0.025188146545517154,0.37676858257215756,60,38
biasdetector,01c59743-7082-44fc-8414-3c04126f470f,2,27,TP,1,0,1,0,no_quote,0.03798854903944137,0.2794472911627963,42,31
biasdetector,0d10341a-9dba-4374-a524-814c300d1611,2,45,TP,1,0,1,0,no_quote,0.06773923641623125,0.3954378053313121,33,17
biasdetector,3db93526-a344-4ea4-8772-3734d0cfdfb1,1,9,TP,1,0,1,0,all_in_quote,0.05566703294109749,0.33521202177507803,22,19
biasdetector,c21cb217-3e2c-49bd-884d-5c74a165ef10,3,26,TP,1,0,1,0,no_quote,0.04213510277568949,0.14079834008589387,31,27
biasdetector,6b541575-99b1-40d2-8730-9bb868ee38ed,3,21,TP,1,1,0,0,no_quote,0.014130672391602827,0.11401953795840117,51,40
biasdetector,472158a1-4e39-4214-8397-904e66f2b4c5,3,6,TP,1,0,1,0,all_in_quote,0.07001862100150902,0.24997252505272627,25,16
biasdetector,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,7,TP,1,1,0,0,all_in_quote,0.046942365469617976,0.18111606749395529,25,15
biasdetector,d4a4bc34-e48b-4485-86b2-f1daf4d464dd,2,14,TP,1,0,1,0,all_in_quote,0.023012698505643615,0.09367688000202179,36,29
biasdetector,6f95dcb9-e960-45ac-8c0e-91b85724c909,2,17,TP,1,0,1,0,no_quote,0.0742818446069335,0.41488795168697834,26,20
biasdetector,b7021938-ff8d-42ea-adec-5704c0b65237,1,1,TP,1,1,0,0,no_quote,0.032571305664245605,0.2600880555983167,51,39
biasdetector,8dc7ccfe-5cf0-482f-9101-a7c69881da4d,3,9,TP,1,0,1,0,all_in_quote,0.029366404904130776,0.20658404054120183,45,39
biasdetector,b764f81f-6d08-4d7c-b1a8-8961bed0a455,3,30,TP,1,0,1,0,all_in_quote,0.05660074089907787,0.2365363121847622,30,22
biasdetector,13792511-5142-449f-8d3e-d77d790f65ec,3,9,TP,1,0,1,0,no_quote,0.025043492282042633,0.19698019906354602,55,45
biasdetector,d16050b3-979f-4834-90db-b8823691b87e,2,1,TP,1,0,1,0,no_quote,0.024802903675468946,0.34255103215885657,59,52
biasdetector,86e6e27d-1440-4879-8b13-0dd2d89f7281,2,3,TP,1,0,1,0,all_in_quote,0.07762173789087683,0.25888547115027905,23,12
biasdetector,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,1,7,TP,1,1,0,0,no_quote,0.033120394644218114,0.10039594813593124,31,26
biasdetector,2b95d2cf-e979-4f9c-ae27-9a5370934f23,3,8,TP,1,0,1,0,all_in_quote,0.017202783661019627,0.27428413182497025,44,33
biasdetector,be026bd1-52b1-4789-bfd3-3632af17b054,2,4,TP,1,1,0,0,mixed,0.021670538417035434,0.08308708434924483,51,44
biasdetector,13792511-5142-449f-8d3e-d77d790f65ec,2,14,TP,1,0,1,0,no_quote,0.07835323926820247,0.2898715634364635,22,18
biasdetector,0d10341a-9dba-4374-a524-814c300d1611,3,19,TP,1,0,1,0,no_quote,0.035630343978603686,0.13956570997834206,31,24
biasdetector,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,2,17,TP,1,0,1,0,all_in_quote,0.0202744640564754,0.13557183570810594,53,47
biasdetector,84678e18-0b79-4570-9c9f-cb1cf88d968e,2,32,TP,1,0,1,0,all_in_quote,0.019082121859018617,0.16840480426326393,63,52
biasdetector,0c78e748-efbf-417c-a8c1-beeb6480147f,3,5,TP,1,0,1,0,all_in_quote,0.08928207118426347,0.22548456210643053,18,9
biasdetector,450755dd-30d3-478b-933e-917be5c384ba,3,27,TP,1,1,0,0,all_in_quote,0.05320060525244723,0.25382087183728197,35,25
biasdetector,b764f81f-6d08-4d7c-b1a8-8961bed0a455,3,33,TP,1,0,1,0,all_in_quote,0.12094451373236047,0.40340506192296743,12,9
biasdetector,450755dd-30d3-478b-933e-917be5c384ba,3,8,TP,1,0,1,0,no_quote,0.05338119385536475,0.1934261645656079,35,23
biasdetector,be026bd1-52b1-4789-bfd3-3632af17b054,2,5,TP,1,0,1,0,all_in_quote,0.034829071688970245,0.08538849900166194,43,32
biasdetector,70c75d68-bf65-46a6-a822-15c23d77a275,1,30,TP,1,1,0,0,all_in_quote,0.01774928335907804,0.2571953928563744,53,46
biasdetector,cad4bba5-cf97-45cb-8059-ebeb47dcec7a,2,2,FP,0,0,0,0,none,0.01898244248290049,0.16497374320617664,71,59
biasdetector,0d10341a-9dba-4374-a524-814c300d1611,1,7,FP,0,0,0,0,none,0.07053103720196911,0.2230066719930619,23,16
biasdetector,96b7046f-f584-422f-a626-6f86a26dfd8b,1,9,FP,0,0,0,0,none,0.08419150879813565,0.3050957075320184,15,9
biasdetector,85475456-f38e-4c30-895d-ca2c819c6af1,2,0,FP,0,0,0,0,none,0.018735624325514524,0.08002826734445989,58,47
biasdetector,2a3fde8a-082a-4d8f-9567-f7e8366c0200,1,8,FP,0,0,0,0,none,0.02205471139230955,0.1249041921691969,38,31
biasdetector,526cabb7-02a3-4adb-8e90-ec781c40c498,3,32,FP,0,0,0,0,none,0.07314897569206853,0.2959994347766042,24,18
biasdetector,b7021938-ff8d-42ea-adec-5704c0b65237,2,38,FP,0,0,0,0,none,0.024360670912370243,0.1252653155941516,56,42
biasdetector,13792511-5142-449f-8d3e-d77d790f65ec,1,8,FP,0,0,0,0,none,0.030104842653245104,0.3741160132922232,54,45
biasdetector,450755dd-30d3-478b-933e-917be5c384ba,3,29,FP,0,0,0,0,none,0.05876776515439367,0.3309762536082417,33,19
biasdetector,2153fb3e-6b09-410c-bfea-d095c49a54ba,3,15,FP,0,0,0,0,none,0.030876002232621193,0.1440069896634668,62,47
biasdetector,df5fe55a-dfcb-4817-8631-830f47c21a72,3,16,FP,0,0,0,0,none,0.03268209232289034,0.3099861519178375,45,38
biasdetector,b7021938-ff8d-42ea-adec-5704c0b65237,1,17,FP,0,0,0,0,none,0.05142369326586488,0.24482433440991574,33,23
biasdetector,ee05c9b3-529c-4268-ad72-19bd34f7197e,1,35,FP,0,0,0,0,none,0.041310375629851195,0.31154360222474986,42,34
biasdetector,8dc7ccfe-5cf0-482f-9101-a7c69881da4d,3,8,FP,0,0,0,0,none,0.045401404222565486,0.2231903639039956,32,27
biasdetector,01c59743-7082-44fc-8414-3c04126f470f,1,25,FP,0,0,0,0,none,0.07215840399095957,0.2858971969690174,17,11
biasdetector,08bb9bee-c167-4c17-9c6d-4a1259231eb7,1,16,FP,0,0,0,0,none,0.06250222631304393,0.24516005849000067,35,25
biasdetector,3db93526-a344-4ea4-8772-3734d0cfdfb1,1,14,FP,0,0,0,0,none,0.08435368138210227,0.266206779750064,19,12
biasdetector,6f95dcb9-e960-45ac-8c0e-91b85724c909,3,11,FP,0,0,0,0,none,0.09024745607748627,0.32811468699947,15,10
biasdetector,b5eefefb-2a33-45de-abe1-f855c94165f4,3,4,FP,0,0,0,0,none,0.028681389195375457,0.11854103773796287,41,26
biasdetector,df5fe55a-dfcb-4817-8631-830f47c21a72,3,23,FP,0,0,0,0,none,0.06390149928831859,0.2527715794276446,27,23
biasdetector,1b96a5db-8974-46d3-82d7-5dfef02f650e,1,3,FP,0,0,0,0,none,0.027716831274082875,0.08903364491527013,35,29
biasdetector,550b80db-bdd5-442b-8f70-c8e9f3203a13,3,0,FP,0,0,0,0,none,0.06562195781589253,0.20579294342314824,21,16
biasdetector,8385a996-1afc-4778-a06d-7070a8f19e27,3,5,FP,0,0,0,0,none,0.09502092265110049,0.694923173985444,21,18
biasdetector,0d10341a-9dba-4374-a524-814c300d1611,2,10,FP,0,0,0,0,none,0.04577195035502275,0.19288270990364254,38,32
biasdetector,01c59743-7082-44fc-8414-3c04126f470f,1,3,FP,0,0,0,0,none,0.1621289291069843,0.4760435279458761,7,4
biasdetector,d16050b3-979f-4834-90db-b8823691b87e,3,0,FP,0,0,0,0,none,0.11631314130499959,0.27347725443542004,17,10
biasdetector,84b3c118-50d2-45a5-a91f-7ed95b5d0143,2,12,FP,0,0,0,0,none,0.05458214435687599,0.24735141411656514,26,12
biasdetector,526cabb7-02a3-4adb-8e90-ec781c40c498,1,0,FP,0,0,0,0,none,0.08903330634348094,0.34639007272198796,11,8
biasdetector,86e6e27d-1440-4879-8b13-0dd2d89f7281,3,10,FP,0,0,0,0,none,0.21879335368673006,0.5041115591302514,12,3
biasdetector,70c75d68-bf65-46a6-a822-15c23d77a275,2,20,FP,0,0,0,0,none,0.02431592331194686,0.10316952783614397,57,38
biasdetector,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,3,20,FP,0,0,0,0,none,0.058361015425394284,0.4362054482335225,32,22
biasdetector,59f2f47c-5da0-4fbc-be6e-4f15d45d82e2,3,5,FP,0,0,0,0,none,0.0856473388604354,0.1926728474209085,23,20
biasdetector,13792511-5142-449f-8d3e-d77d790f65ec,2,19,FP,0,0,0,0,none,0.014173649080869745,0.1768616313735644,65,44
biasdetector,6f95dcb9-e960-45ac-8c0e-91b85724c909,2,3,FP,0,0,0,0,none,0.06889041017073814,0.15751495130825788,31,26
biasdetector,df5fe55a-dfcb-4817-8631-830f47c21a72,1,21,FP,0,0,0,0,none,0.04395141888874373,0.31176441023126245,41,32
biasdetector,70c75d68-bf65-46a6-a822-15c23d77a275,1,10,FP,0,0,0,0,none,0.0752929637907073,0.21121741086244583,15,10
biasdetector,c99adbdd-eaf3-4844-9548-2642e80de4e2,1,3,FP,0,0,0,0,none,0.01496622148916288,0.060676076193796655,72,59
biasdetector,dd1e6e3b-f36c-4064-8ef9-940984e9afa2,1,28,FP,0,0,0,0,none,0.07818874874738631,0.46650637456526356,27,18
biasdetector,c99adbdd-eaf3-4844-9548-2642e80de4e2,2,14,FP,0,0,0,0,none,0.03970913164482416,0.22680955325874189,48,41
biasdetector,76810849-0335-4ad3-9eaf-f0d9c5baceb6,3,15,FP,0,0,0,0,none,0.08783854271233495,0.2710918635712005,20,12
biasdetector,1e41e98b-9ac1-441d-b2c2-19d8f730c74a,2,58,FP,0,0,0,0,none,0.022304111311349753,0.14759113669861107,60,49
biasdetector,2b95d2cf-e979-4f9c-ae27-9a5370934f23,3,2,FP,0,0,0,0,none,0.07744972666699647,0.42754724113619885,28,15
biasdetector,84678e18-0b79-4570-9c9f-cb1cf88d968e,2,38,FP,0,0,0,0,none,0.07623843645418268,0.33099869650322944,25,15
biasdetector,ccf19ab6-7878-4378-b99c-2b08cc21371f,3,15,FP,0,0,0,0,none,0.01483599528944455,0.07838329998776317,59,54
biasdetector,1b96a5db-8974-46d3-82d7-5dfef02f650e,2,18,FP,0,0,0,0,none,0.07373340773539475,0.2536678396863863,17,13
biasdetector,c6a0e65c-4f8b-41de-8200-cd700f683c64,1,0,FP,0,0,0,0,none,0.05531460714813035,0.1264860446099192,16,13
biasdetector,85475456-f38e-4c30-895d-ca2c819c6af1,3,24,FP,0,0,0,0,none,0.09068331444480766,0.4359126577619463,22,18
biasdetector,70c75d68-bf65-46a6-a822-15c23d77a275,2,55,FP,0,0,0,0,none,0.0458267459784961,0.14118410656893893,26,22
biasdetector,76810849-0335-4ad3-9eaf-f0d9c5baceb6,2,7,FP,0,0,0,0,none,0.05051920203320486,0.1485708486288786,24,19
biasdetector,85475456-f38e-4c30-895d-ca2c819c6af1,1,10,FP,0,0,0,0,none,0.022141979217518714,0.49488684884272516,60,48
biasdetector,af4a3f41-eeb5-49fa-a276-e97c230b25f0,3,16,FP,0,0,0,0,none,0.08178140024951511,0.29933367570629343,28,23
biasdetector,68748e7f-cf6e-4ac7-8504-454c0876880d,1,18,FP,0,0,0,0,none,0.03781857401656833,0.3589017944759689,41,34
biasdetector,f688c56d-7fae-42ef-b7f7-7db207b58d27,3,30,FP,0,0,0,0,none,0.02970342569547428,0.35152626677881926,45,38
biasdetector,d16050b3-979f-4834-90db-b8823691b87e,2,25,FP,0,0,0,0,none,0.024673884837991666,0.10176910180598497,41,27
biasdetector,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,3,28,FP,0,0,0,0,none,0.0552245012804633,0.19626724478439428,29,20
biasdetector,79bf99c6-6fca-4ce4-8ae1-8771de026142,3,18,FP,0,0,0,0,none,0.03214997586995663,0.3729347887242006,51,40
biasdetector,b7021938-ff8d-42ea-adec-5704c0b65237,1,10,FP,0,0,0,0,none,0.061076407388706386,0.2388141117990017,20,16
biasdetector,526cabb7-02a3-4adb-8e90-ec781c40c498,3,38,FP,0,0,0,0,none,0.06795020870510295,0.23120122599066234,22,16
biasdetector,79bf99c6-6fca-4ce4-8ae1-8771de026142,2,16,FP,0,0,0,0,none,0.11578029405791312,0.3805209547281265,16,12
biasdetector,85475456-f38e-4c30-895d-ca2c819c6af1,3,17,FP,0,0,0,0,none,0.08381240956343548,0.7030855714110658,29,23
biasdetector,6f95dcb9-e960-45ac-8c0e-91b85724c909,2,2,FP,0,0,0,0,none,0.07226118172126775,0.336888870166149,25,19
biasdetector,1ed4f378-b9d4-43b8-8d50-53d0cc063332,2,11,FP,0,0,0,0,none,0.07495786055466548,0.27464036538731307,21,16
biasdetector,c99adbdd-eaf3-4844-9548-2642e80de4e2,2,21,FP,0,0,0,0,none,0.01351286892764296,0.19780335148485997,68,58
biasdetector,2058ec60-5372-4f5f-83a3-da780be3a350,2,6,FP,0,0,0,0,none,0.042312332836053644,0.17758159898221493,36,32
biasdetector,b5eefefb-2a33-45de-abe1-f855c94165f4,1,12,FP,0,0,0,0,none,0.1163244786633489,0.5467519647208974,17,12
biasdetector,01c59743-7082-44fc-8414-3c04126f470f,3,18,FP,0,0,0,0,none,0.03309561232913527,0.14767749450346898,42,27
biasdetector,7a97de89-1433-46f7-bcc2-f80b041cb9a0,1,10,FP,0,0,0,0,none,0.03551912144515275,0.10785391740500927,30,16
biasdetector,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,3,33,FP,0,0,0,0,none,0.05840089297442533,0.2936974607873708,23,17
biasdetector,472158a1-4e39-4214-8397-904e66f2b4c5,3,7,FP,0,0,0,0,none,0.019217952811756197,0.13155467715114355,42,25
biasdetector,2b95d2cf-e979-4f9c-ae27-9a5370934f23,3,17,FP,0,0,0,0,none,0.02384366015644784,0.20455000390529976,37,26
biasdetector,550b80db-bdd5-442b-8f70-c8e9f3203a13,2,0,FP,0,0,0,0,none,0.030258291933394382,0.2518324386328459,56,46
biasdetector,ed8c136f-8d44-4c83-ad05-0dcfc3a0c54a,1,7,FP,0,0,0,0,none,0.05351189718666402,0.22189933247864246,17,11
biasdetector,1ed4f378-b9d4-43b8-8d50-53d0cc063332,2,14,FP,0,0,0,0,none,0.0933086281021436,0.4031772236339748,19,15
biasdetector,0d10341a-9dba-4374-a524-814c300d1611,3,26,FP,0,0,0,0,none,0.030467789740945606,0.2650510164676234,48,39
biasdetector,b5eefefb-2a33-45de-abe1-f855c94165f4,2,36,FP,0,0,0,0,none,0.07865737566879641,0.19299937365576625,27,20
biasdetector,6f95dcb9-e960-45ac-8c0e-91b85724c909,3,19,FP,0,0,0,0,none,0.05365592025918886,0.16243197047151625,24,20
biasdetector,58f414e5-a122-49f5-819e-512d91069da5,2,28,FP,0,0,0,0,none,0.04492609680320519,0.17511097274837084,38,24
biasdetector,f688c56d-7fae-42ef-b7f7-7db207b58d27,2,37,FP,0,0,0,0,none,0.029685185267696222,0.1464600071000556,46,37
biasdetector,01c59743-7082-44fc-8414-3c04126f470f,2,49,FP,0,0,0,0,none,0.0353032424671846,0.08843220681107293,30,24
biasdetector,76810849-0335-4ad3-9eaf-f0d9c5baceb6,1,5,FP,0,0,0,0,none,0.13201648452215725,0.3993247654289007,14,9
biasdetector,6b541575-99b1-40d2-8730-9bb868ee38ed,3,34,FP,0,0,0,0,none,0.030031619367678727,0.11984812095761299,33,23
biasdetector,7a97de89-1433-46f7-bcc2-f80b041cb9a0,2,8,FP,0,0,0,0,none,0.06090969589633354,0.3612630134448409,31,23
biasdetector,cad4bba5-cf97-45cb-8059-ebeb47dcec7a,2,18,FP,0,0,0,0,none,0.027955000886592907,0.25468046449823306,44,37
biasdetector,47a209b0-fc26-4a0a-a1fe-e4310d1d2419,3,10,FP,0,0,0,0,none,0.017806536993970546,0.0736630400060676,65,51
biasdetector,08bb9bee-c167-4c17-9c6d-4a1259231eb7,1,8,FP,0,0,0,0,none,0.07563754515792949,0.2456461489200592,26,22
biasdetector,3ae35b16-7f7f-4a5e-9f24-5ce724106a73,1,35,FP,0,0,0,0,none,0.10200670010866209,0.27229651692323387,27,16
biasdetector,0d10341a-9dba-4374-a524-814c300d1611,2,9,FP,0,0,0,0,none,0.012932888394555985,0.16139741831769547,74,61
